imageURL,imageID,original,inc_quantity,inc_location,inc_object,inc_gender-number,inc_gender,inc_full,sim_original,sim_quantity,sim_location,sim_object,sim_gender-number,sim_gender,sim_full
./coco-images/images/COCO_train2014_000000324732.jpg,324732,A woman standing in front of a metal refrigerator freezer.,NA,A woman standing behind a metal refrigerator freezer.,A woman standing in front of a wooden bookshelf.,NA,A man standing in front of a metal refrigerator freezer.,"Two men sitting behind a wooden cupboard.
",0.8878046274185181,0.0,0.8631470799446106,0.594244971871376,0.0,0.7899452745914459,0.4479528218507767
./coco-images/images/COCO_train2014_000000145499.jpg,145499,A person in a yellow shirt about to ketchup the dog in a hot dog costume.,NA,NA,A person in a yellow shirt about to ketchup the french fries.,NA,NA,"Two people in red shirts about to ketchup the french fries.
",0.8339989185333252,0.0,0.0,0.6140603870153427,0.0,0.0,0.5694057047367096
./coco-images/images/COCO_train2014_000000459209.jpg,459209,Two small children playing with their refrigerator magnets.,Four small children playing with their refrigerator magnets.,NA,Two small children playing with their toy cars.,NA,NA,"A man playing with toy cars.
",0.7763147354125977,0.7625167816877365,0.0,0.6893150508403778,0.0,0.0,0.5794968828558922
./coco-images/images/COCO_train2014_000000570019.jpg,570019,A hot dog covered in toppings sitting next to beer.,NA,A hot dog covered in toppings sitting above a beer.,A hot dog covered in toppings sitting next to an apple.,NA,NA,"Several hamburgers placed near an apple.
",0.8711212873458862,0.0,0.8807628601789474,0.7010173797607422,0.0,0.0,0.5068792030215263
./coco-images/images/COCO_train2014_000000335696.jpg,335696,two women are chatting on a brown bench,Three women are chatting on a brown bench.,Two women are chatting on a bed.,NA,three men are chatting on a brown bench,Two men are chatting on a brown bench.,"Three men are chatting on a blue couch
",0.8027234673500061,0.7696039229631424,0.6672435253858566,0.0,0.6435012072324753,0.6692548096179962,0.5306509137153625
./coco-images/images/COCO_train2014_000000198072.jpg,198072,A motorcyclist with helmet and neon vest taking a photograph in side mirror,NA,A motorcyclist with helmet and neon vest taking a photograph in a shop window,A motorcyclist with sunglasses and microphone taking a photograph in the side mirror,NA,NA,"Two motorcyclists with sunglasses and microphones taking a photograph in a shop window.
",0.7880950719118118,0.0,0.7349298894405365,0.7928314805030823,0.0,0.0,0.6652002781629562
./coco-images/images/COCO_train2014_000000468357.jpg,468357,A red laptop on a desk with various devices plugged in.,NA,A red laptop on a beach with various devices plugged in.,A red laptop on a desk with a cup.,NA,NA,"Several blue plates on a beach with numerous cups.
",0.8476188778877258,0.0,0.7849302887916565,0.7858409732580185,0.0,0.0,0.5194582790136337
./coco-images/images/COCO_train2014_000000112029.jpg,112029,Girl laying on bed with a stuffed panda posing for the camera.,NA,Girl laying on a beach towel with a stuffed panda posing for the camera.,Girl laying on bed with a storybook posing for the camera.,NA,Boy laying on bed with a stuffed panda posing for the camera.,"Boy sitting on chair with flowers posing for the camera.
",0.8391037583351135,0.0,0.8012513071298599,0.7322262227535248,0.0,0.7577166706323624,0.5477012693881989
./coco-images/images/COCO_train2014_000000205931.jpg,205931,A woman painting flowers on a red umbrella.,NA,NA,A woman painting birds on a blue cup.,NA,A man painting flowers on a red umbrella.,"Two men painting stars on a blue wall.
",0.7819361984729767,0.0,0.0,0.6412288546562195,0.0,0.6723769009113312,0.41234035044908524
./coco-images/images/COCO_train2014_000000145499.jpg,145499,A dog inside a stuffed hot dog bun on a man's lap.,NA,NA,A dog inside a stuffed hot dog bun on a table.,NA,A dog inside a stuffed hot dog bun on a woman's lap.,"Two cats inside blankets on a woman's sofa.
",0.8559858798980713,0.0,0.0,0.8372991532087326,0.0,0.8459143340587616,0.4190303385257721
./coco-images/images/COCO_train2014_000000528563.jpg,528563,The two friends are playing a game on the Wii console.,The five friends are playing a game on the Wii console.,NA,The two friends are playing a board game.,NA,NA,"The five friends are playing a board game.
",0.7850714772939682,0.7943737506866455,0.0,0.6198443844914436,0.0,0.0,0.6073950976133347
./coco-images/images/COCO_train2014_000000330652.jpg,330652,Two children lying on the booth seats of a restaurant.,Four children lying on the booth seats of a restaurant.,Two children lying on the couches of a living room.,NA,NA,NA,"A man sitting on the deck chair of a beach resort.
",0.836615115404129,0.8570769429206848,0.6709957122802734,0.0,0.0,0.0,0.3595660626888275
./coco-images/images/COCO_train2014_000000184930.jpg,184930,a man holding two very large teddy bears,two men holding two very large teddy bears,NA,a man holding two very large watermelons,NA,a woman holding two very large teddy bears,"two woman holding three very small spoons
",0.783686637878418,0.7503117620944977,0.0,0.4802648723125458,0.0,0.6859932094812393,0.36516282707452774
./coco-images/images/COCO_train2014_000000196545.jpg,196545,The woman is showing the toppings on her hotdog.,NA,NA,The woman is showing the toppings on her pizza.,Three men are showing the toppings on their hotdogs.,The man is showing the toppings on his hotdog.,"Three men are showcasing the toppings on their pizza.
",0.8583991229534149,0.0,0.0,0.6045635789632797,0.7041320204734802,0.7480797916650772,0.47562457621097565
./coco-images/images/COCO_train2014_000000198072.jpg,198072,A man in a helmet observes his reflection in a motorcycle side mirror.,NA,A man in a helmet observes his reflection in a shop window.,A man in a helmet observes a bird in a motorcycle side mirror.,NA,A woman in a helmet observes her reflection in a motorcycle side mirror.,"Two women in helmets observe a bird in a shop window.
",0.8405307680368423,0.0,0.7584118098020554,0.8065980672836304,0.0,0.7713436335325241,0.5751943588256836
./coco-images/images/COCO_train2014_000000439463.jpg,439463,A woman with a wooden pizza board is near a huge oven.,NA,A woman with a wooden pizza board is near a refrigerator.,A woman with a baseball bat is near a huge oven.,NA,A man with a wooden pizza board is near a huge oven.,"Two men with metal barbecue tongs are by a small grill.
",0.7393576949834824,0.0,0.7181355357170105,0.7532341033220291,0.0,0.671560987830162,0.6220421195030212
./coco-images/images/COCO_train2014_000000394151.jpg,394151,The woman is standing above the two packed suitcases.,Two women are standing above the two packed suitcases.,The woman is standing beside the two packed suitcases.,The woman is standing above the two sleeping dogs.,Two men are standing above the two packed suitcases.,The man is standing above the two packed suitcases.,"Two men are sitting below the three unpacked boxes.
",0.7771635055541992,0.7810632884502411,0.8005630970001221,0.5461999773979187,0.7266177982091904,0.7100392878055573,0.5797605589032173
./coco-images/images/COCO_train2014_000000096222.jpg,96222,A man standing in front of a cake on a table.,NA,A man standing in front of a cake in a bakery.,A man standing in front of a painting on a wall.,NA,A woman standing in front of a cake on a table.,"Two women sitting behind cookies on a counter.
",0.8731897175312042,0.0,0.8047246932983398,0.6145147234201431,0.0,0.7304323464632034,0.4810402914881706
./coco-images/images/COCO_train2014_000000163939.jpg,163939,A tin cup of noodles in water sitting in front of a computer.,NA,A tin cup of noodles in water sitting on a kitchen counter.,NA,NA,NA,"Several aluminum bowls of cereal resting on top of a television.
",0.8957870304584503,0.0,0.7458626478910446,0.0,0.0,0.0,0.5595146492123604
./coco-images/images/COCO_train2014_000000122731.jpg,122731,A person with face make up and a multi color umbrella and jacket.,NA,NA,NA,NA,NA,"Several people with hats and monochrome umbrellas and coats.
",0.7925856113433838,0.0,0.0,0.0,0.0,0.0,0.7290388643741608
./coco-images/images/COCO_train2014_000000324732.jpg,324732,A woman standing next to refrigerators holding a sign.,NA,A woman standing next to refrigerators in a appliance store holding a sign.,A woman standing next to refrigerators holding a basket of fruit.,NA,A man standing next to refrigerators holding a sign.,"Two men sitting near ovens holding a photo.
",0.8542196452617645,0.0,0.9274640679359436,0.715787410736084,0.0,0.7714728266000748,0.5881286412477493
./coco-images/images/COCO_train2014_000000075299.jpg,75299,"""Two movers with their open moving van"," which is parked on a city street.""","""Four movers with their open moving van"," which is parked on a city street.""","""Two movers with their open moving van"," which is parked in a suburban driveway.""",NA,0.8266956359148026,0.6349848955869675,0.7627609372138977,0.6349848955869675,0.8266956359148026,0.564626082777977,0.0
./coco-images/images/COCO_train2014_000000184930.jpg,184930,A man is carrying two extra large teddy bears.,Three men are carrying two extra large teddy bears.,NA,A man is carrying two large suitcases.,Two women are carrying two extra large teddy bears.,A woman is carrying two extra large teddy bears.,Two women are carrying three extra large unicorn plushies.,0.7474659383296967,0.683734342455864,0.0,0.5350349843502045,0.6626246869564056,0.6785500794649124,0.49726948142051697
